Country,Year,Value,Disease
PRY,2023.0,206.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PRY,2024.0,155.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2015.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2017.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2018.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2019.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2020.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2021.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2022.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2023.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
QAT,2024.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2010.0,191.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2011.0,238.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2012.0,264.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2013.0,259.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2014.0,214.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2015.0,236.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2016.0,264.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2017.0,244.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2018.0,232.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2019.0,189.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2020.0,201.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2021.0,215.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2022.0,207.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2023.0,206.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ROU,2024.0,210.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2010.0,6913.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2012.0,8967.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2013.0,9150.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2014.0,9432.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2015.0,9701.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2016.0,9240.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2017.0,8258.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2018.0,7892.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2019.0,7955.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2020.0,7849.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2021.0,7350.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2022.0,6427.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2023.0,5685.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
RWA,2024.0,5850.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2010.0,87.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2011.0,76.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2012.0,91.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2013.0,74.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2014.0,109.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2015.0,114.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2016.0,91.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2017.0,134.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2018.0,100.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2019.0,68.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2020.0,59.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2021.0,51.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2022.0,129.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2023.0,69.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SDN,2024.0,86.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2010.0,721.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2011.0,850.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2012.0,971.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2013.0,1358.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2014.0,1122.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2015.0,1352.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2016.0,1353.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2017.0,1231.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2018.0,1401.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2019.0,1445.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2020.0,1393.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2021.0,1350.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2022.0,1435.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2023.0,1404.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SEN,2024.0,1451.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2010.0,22.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2011.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2012.0,21.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2013.0,20.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2014.0,20.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2015.0,19.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2016.0,19.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2017.0,19.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2018.0,18.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2019.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2020.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SGP,2021.0,14.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2019.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2020.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2021.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2022.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2023.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLB,2024.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2010.0,1805.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2011.0,2338.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2012.0,3018.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2013.0,2686.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2014.0,2585.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2015.0,3212.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2016.0,3328.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2017.0,3802.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2018.0,4336.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2019.0,4114.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2020.0,3970.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2021.0,5004.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2022.0,4449.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2023.0,5390.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLE,2024.0,5345.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2010.0,98.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2011.0,115.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2012.0,162.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2013.0,183.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2014.0,171.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2015.0,158.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2016.0,137.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2017.0,133.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2018.0,108.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2019.0,119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2020.0,99.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2021.0,121.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2022.0,119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2023.0,115.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SLV,2024.0,86.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2010.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2011.0,25.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2012.0,44.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2013.0,22.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2014.0,34.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2015.0,75.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2016.0,76.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2017.0,80.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2018.0,105.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2019.0,114.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2020.0,112.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2021.0,94.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2022.0,216.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2023.0,171.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SOM,2024.0,149.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SRB,2016.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SRB,2017.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SRB,2018.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SRB,2019.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2010.0,674.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2011.0,939.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2012.0,1059.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2013.0,1944.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2014.0,1847.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2015.0,4037.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2016.0,2755.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2017.0,5358.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2018.0,5534.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2019.0,4352.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2020.0,4462.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2021.0,4204.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2022.0,4092.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2023.0,4694.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SSD,2024.0,4622.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2010.0,80.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2011.0,119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2012.0,119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2013.0,119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2014.0,126.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2015.0,137.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2016.0,118.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2017.0,103.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2018.0,100.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2019.0,94.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2020.0,105.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2021.0,100.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2022.0,100.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2023.0,95.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SUR,2024.0,95.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2011.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2012.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2013.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2014.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2015.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2016.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2017.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2018.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2023.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SVK,2024.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2010.0,8295.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2014.0,9491.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2015.0,9598.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2016.0,9964.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2017.0,9260.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2020.0,8901.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2021.0,9443.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2022.0,7488.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2023.0,6924.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SWZ,2024.0,7182.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2014.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2015.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2016.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2019.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2020.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2021.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2022.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2023.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
SYR,2024.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2010.0,1601.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2011.0,1930.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2012.0,2643.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2013.0,4338.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2014.0,6086.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2015.0,4671.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2016.0,4377.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2017.0,4776.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2018.0,5605.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2019.0,6247.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2020.0,6131.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2021.0,6133.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2022.0,5376.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2023.0,5446.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TCD,2024.0,5642.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2010.0,2057.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2011.0,4173.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2012.0,4411.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2013.0,4478.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2014.0,4496.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2015.0,4642.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2016.0,4662.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2017.0,3899.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2018.0,4331.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2019.0,4284.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2020.0,3622.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2021.0,3568.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2022.0,3602.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2023.0,3550.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TGO,2024.0,3396.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2010.0,9379.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2011.0,8801.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2012.0,8048.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2013.0,7258.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2014.0,6595.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2015.0,6032.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2016.0,5449.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2017.0,4949.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2018.0,4505.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2019.0,4049.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2020.0,3697.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2021.0,3379.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2022.0,3080.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2023.0,2845.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
THA,2024.0,2674.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2010.0,40.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2011.0,60.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2012.0,83.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2013.0,103.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2014.0,157.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2015.0,167.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2016.0,179.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2017.0,161.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2018.0,219.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2019.0,189.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2020.0,212.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2021.0,216.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2022.0,263.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2023.0,261.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TJK,2024.0,245.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2015.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
